,id,latitude,longitude,altitude,date,time
83,135,39.974922,116.39848,223,2009/1/3,1:25:57
84,135,39.974918,116.398414,228,2009/1/3,1:26:01
85,135,39.974911,116.398349,227,2009/1/3,1:26:04
86,135,39.974899,116.398277,224,2009/1/3,1:26:06
87,135,39.974896,116.398214,225,2009/1/3,1:26:09
88,135,39.974907,116.398155,219,2009/1/3,1:26:12
89,135,39.974911,116.398092,215,2009/1/3,1:26:15
90,135,39.974903,116.398019,212,2009/1/3,1:26:19
91,135,39.974918,116.397928,194,2009/1/3,1:26:22
92,135,39.974928,116.397859,177,2009/1/3,1:26:24
93,135,39.97494,116.397808,164,2009/1/3,1:26:26
94,135,39.974946,116.397741,156,2009/1/3,1:26:29
95,135,39.97495,116.397671,151,2009/1/3,1:26:32
96,135,39.974953,116.397597,145,2009/1/3,1:26:35
97,135,39.974955,116.397522,142,2009/1/3,1:26:38
98,135,39.974964,116.39746,144,2009/1/3,1:26:41
99,135,39.974958,116.39739,138,2009/1/3,1:26:44
100,135,39.974948,116.39733,134,2009/1/3,1:26:47
101,135,39.974958,116.397266,135,2009/1/3,1:26:51
102,135,39.974943,116.397192,132,2009/1/3,1:26:55
103,135,39.974946,116.397133,128,2009/1/3,1:26:59
104,135,39.974958,116.397076,129,2009/1/3,1:27:02
105,135,39.974953,116.397017,124,2009/1/3,1:27:05
106,135,39.974961,116.396957,122,2009/1/3,1:27:08
107,135,39.974957,116.396888,118,2009/1/3,1:27:12
108,135,39.974949,116.396822,117,2009/1/3,1:27:15
109,135,39.974945,116.396756,115,2009/1/3,1:27:18
110,135,39.974951,116.396688,119,2009/1/3,1:27:22
111,135,39.974952,116.39661,115,2009/1/3,1:27:26
112,135,39.974946,116.396543,119,2009/1/3,1:27:30
113,135,39.974951,116.396481,121,2009/1/3,1:27:33
114,135,39.974942,116.396417,112,2009/1/3,1:27:37
115,135,39.974942,116.39634,114,2009/1/3,1:27:41
116,135,39.974927,116.396273,115,2009/1/3,1:27:44
117,135,39.974932,116.396215,119,2009/1/3,1:27:47
118,135,39.974932,116.396148,122,2009/1/3,1:27:51
119,135,39.974928,116.396089,121,2009/1/3,1:27:54
120,135,39.974891,116.396028,123,2009/1/3,1:27:57
121,135,39.974889,116.395968,125,2009/1/3,1:28:02
122,135,39.974898,116.395911,121,2009/1/3,1:28:06
123,135,39.974902,116.39585,124,2009/1/3,1:28:10
124,135,39.974899,116.395793,133,2009/1/3,1:28:14
125,135,39.974904,116.395739,142,2009/1/3,1:28:18
126,135,39.97491,116.395684,152,2009/1/3,1:28:22
127,135,39.974911,116.395611,162,2009/1/3,1:28:26
128,135,39.974912,116.395548,166,2009/1/3,1:28:28
129,135,39.974902,116.395479,172,2009/1/3,1:28:30
130,135,39.974893,116.395413,177,2009/1/3,1:28:32
131,135,39.974911,116.395332,179,2009/1/3,1:28:33
132,135,39.974924,116.395248,180,2009/1/3,1:28:34
133,135,39.97486,116.395274,177,2009/1/3,1:28:35
134,135,39.974873,116.395229,168,2009/1/3,1:28:39
135,135,39.974865,116.395164,161,2009/1/3,1:28:44
136,135,39.974878,116.395109,153,2009/1/3,1:28:48
137,135,39.97488,116.39505,145,2009/1/3,1:28:51
138,135,39.974888,116.394989,140,2009/1/3,1:28:54
139,135,39.974885,116.394919,139,2009/1/3,1:28:58
140,135,39.974891,116.394847,134,2009/1/3,1:29:02
141,135,39.974889,116.394789,138,2009/1/3,1:29:05
142,135,39.974887,116.394718,132,2009/1/3,1:29:09
143,135,39.974883,116.394651,128,2009/1/3,1:29:13
144,135,39.974887,116.394591,126,2009/1/3,1:29:17
145,135,39.974877,116.394526,123,2009/1/3,1:29:20
146,135,39.974883,116.394459,127,2009/1/3,1:29:24
147,135,39.974882,116.394381,124,2009/1/3,1:29:28
148,135,39.974897,116.394312,126,2009/1/3,1:29:32
149,135,39.974897,116.394246,128,2009/1/3,1:29:36
150,135,39.974906,116.394182,125,2009/1/3,1:29:39
151,135,39.974908,116.39411,123,2009/1/3,1:29:44
152,135,39.974893,116.394038,125,2009/1/3,1:29:48
153,135,39.97489,116.393966,127,2009/1/3,1:29:52
154,135,39.974887,116.393902,127,2009/1/3,1:29:55
155,135,39.974897,116.393832,129,2009/1/3,1:29:58
156,135,39.974896,116.39377,131,2009/1/3,1:30:02
157,135,39.9749,116.393712,128,2009/1/3,1:30:05
158,135,39.974893,116.393637,128,2009/1/3,1:30:09
159,135,39.974895,116.393565,126,2009/1/3,1:30:13
160,135,39.974895,116.393507,127,2009/1/3,1:30:16
161,135,39.974895,116.393433,129,2009/1/3,1:30:20
162,135,39.974893,116.393367,128,2009/1/3,1:30:23
163,135,39.974887,116.393305,128,2009/1/3,1:30:26
164,135,39.974882,116.393232,128,2009/1/3,1:30:30
165,135,39.974875,116.393173,127,2009/1/3,1:30:33
166,135,39.974878,116.393109,132,2009/1/3,1:30:36
167,135,39.974874,116.393033,134,2009/1/3,1:30:40
168,135,39.974873,116.392969,135,2009/1/3,1:30:43
169,135,39.974879,116.392906,133,2009/1/3,1:30:47
170,135,39.974878,116.392826,132,2009/1/3,1:30:51
171,135,39.974882,116.392755,132,2009/1/3,1:30:56
172,135,39.974885,116.392692,130,2009/1/3,1:30:59
173,135,39.974879,116.392632,133,2009/1/3,1:31:02
174,135,39.974879,116.392568,132,2009/1/3,1:31:06
175,135,39.974874,116.392493,133,2009/1/3,1:31:09
176,135,39.974872,116.39243,131,2009/1/3,1:31:12
177,135,39.974864,116.392368,132,2009/1/3,1:31:15
178,135,39.974863,116.3923,133,2009/1/3,1:31:18
179,135,39.97486,116.392224,131,2009/1/3,1:31:22
180,135,39.97486,116.392152,127,2009/1/3,1:31:26
181,135,39.974861,116.392092,127,2009/1/3,1:31:29
182,135,39.974871,116.39203,125,2009/1/3,1:31:33
183,135,39.974894,116.391974,125,2009/1/3,1:31:37
184,135,39.974885,116.391901,122,2009/1/3,1:31:41
185,135,39.974881,116.391836,120,2009/1/3,1:31:45
186,135,39.97488,116.391757,117,2009/1/3,1:31:49
187,135,39.974886,116.391692,115,2009/1/3,1:31:52
188,135,39.974883,116.391632,114,2009/1/3,1:31:55
189,135,39.974875,116.391567,114,2009/1/3,1:31:58
190,135,39.974869,116.3915,116,2009/1/3,1:32:01
191,135,39.974866,116.391433,121,2009/1/3,1:32:05
192,135,39.974869,116.391364,117,2009/1/3,1:32:09
193,135,39.974863,116.391294,119,2009/1/3,1:32:14
194,135,39.974858,116.39122,120,2009/1/3,1:32:18
195,135,39.974867,116.391159,118,2009/1/3,1:32:22
196,135,39.974858,116.391098,116,2009/1/3,1:32:25
197,135,39.974866,116.391022,117,2009/1/3,1:32:29
198,135,39.974875,116.39096,114,2009/1/3,1:32:32
199,135,39.974879,116.390886,112,2009/1/3,1:32:36
200,135,39.97488,116.390821,109,2009/1/3,1:32:40
201,135,39.974893,116.39075,111,2009/1/3,1:32:45
202,135,39.974884,116.390677,109,2009/1/3,1:32:49
203,135,39.974889,116.390609,111,2009/1/3,1:32:53
204,135,39.974888,116.39053,109,2009/1/3,1:32:57
205,135,39.974885,116.390465,111,2009/1/3,1:33:00
206,135,39.974884,116.390396,114,2009/1/3,1:33:04
207,135,39.974889,116.390337,116,2009/1/3,1:33:07
208,135,39.974883,116.390272,121,2009/1/3,1:33:11
209,135,39.97488,116.390206,121,2009/1/3,1:33:14
210,135,39.974884,116.390134,121,2009/1/3,1:33:18
211,135,39.974875,116.390065,119,2009/1/3,1:33:22
212,135,39.974877,116.390007,121,2009/1/3,1:33:25
213,135,39.974877,116.389929,124,2009/1/3,1:33:29
214,135,39.974868,116.389869,124,2009/1/3,1:33:32
215,135,39.974865,116.389789,125,2009/1/3,1:33:37
216,135,39.974866,116.389724,121,2009/1/3,1:33:40
217,135,39.974874,116.389651,121,2009/1/3,1:33:44
218,135,39.97488,116.389573,119,2009/1/3,1:33:48
219,135,39.974875,116.389514,120,2009/1/3,1:33:51
220,135,39.974864,116.389457,121,2009/1/3,1:33:54
221,135,39.974852,116.389394,121,2009/1/3,1:33:57
222,135,39.974854,116.389316,122,2009/1/3,1:34:01
223,135,39.974851,116.389245,119,2009/1/3,1:34:05
224,135,39.974841,116.389172,122,2009/1/3,1:34:09
225,135,39.974846,116.389097,120,2009/1/3,1:34:13
226,135,39.974847,116.389021,120,2009/1/3,1:34:17
227,135,39.974847,116.388953,118,2009/1/3,1:34:21
228,135,39.974856,116.388879,114,2009/1/3,1:34:26
229,135,39.974855,116.388817,115,2009/1/3,1:34:30
230,135,39.974858,116.388744,114,2009/1/3,1:34:34
231,135,39.97486,116.388675,112,2009/1/3,1:34:38
232,135,39.974854,116.388603,113,2009/1/3,1:34:42
233,135,39.974855,116.38853,115,2009/1/3,1:34:47
234,135,39.974851,116.388465,114,2009/1/3,1:34:50
235,135,39.974851,116.388392,115,2009/1/3,1:34:54
236,135,39.974843,116.388332,114,2009/1/3,1:34:57
237,135,39.974845,116.388282,116,2009/1/3,1:35:02
238,135,39.974852,116.388214,120,2009/1/3,1:35:07
239,135,39.974856,116.388147,123,2009/1/3,1:35:11
240,135,39.974861,116.388062,126,2009/1/3,1:35:14
241,135,39.974871,116.387979,128,2009/1/3,1:35:17
242,135,39.97489,116.387908,129,2009/1/3,1:35:19
243,135,39.974922,116.387829,131,2009/1/3,1:35:21
244,135,39.97496,116.387747,133,2009/1/3,1:35:23
245,135,39.97499,116.387688,133,2009/1/3,1:35:24
246,135,39.97495,116.387636,135,2009/1/3,1:35:26
247,135,39.974916,116.387556,136,2009/1/3,1:35:27
248,135,39.974841,116.387532,135,2009/1/3,1:35:29
249,135,39.974852,116.387549,136,2009/1/3,1:35:34
250,135,39.974852,116.387505,137,2009/1/3,1:35:39
251,135,39.974838,116.387457,128,2009/1/3,1:35:42
252,135,39.97484,116.387398,123,2009/1/3,1:35:45
253,135,39.974836,116.387335,128,2009/1/3,1:35:48
254,135,39.974824,116.387265,124,2009/1/3,1:35:52
255,135,39.974817,116.387196,130,2009/1/3,1:35:56
256,135,39.974826,116.387124,129,2009/1/3,1:36:00
257,135,39.974826,116.387061,132,2009/1/3,1:36:04
258,135,39.97482,116.386986,133,2009/1/3,1:36:09
259,135,39.97482,116.386927,132,2009/1/3,1:36:12
260,135,39.974821,116.386869,130,2009/1/3,1:36:15
261,135,39.974814,116.386807,129,2009/1/3,1:36:18
262,135,39.974808,116.386747,125,2009/1/3,1:36:21
263,135,39.974799,116.386675,124,2009/1/3,1:36:25
264,135,39.974798,116.386598,124,2009/1/3,1:36:29
265,135,39.974818,116.386535,128,2009/1/3,1:36:33
266,135,39.974854,116.386491,125,2009/1/3,1:36:36
267,135,39.974889,116.386442,126,2009/1/3,1:36:40
268,135,39.974897,116.386374,122,2009/1/3,1:36:44
269,135,39.974898,116.386313,120,2009/1/3,1:36:48
270,135,39.974893,116.386251,115,2009/1/3,1:36:51
271,135,39.974892,116.38618,116,2009/1/3,1:36:55
272,135,39.974886,116.386117,115,2009/1/3,1:36:58
273,135,39.974883,116.386044,116,2009/1/3,1:37:02
274,135,39.974876,116.385977,113,2009/1/3,1:37:06
275,135,39.974862,116.385917,115,2009/1/3,1:37:10
276,135,39.974827,116.385854,111,2009/1/3,1:37:14
277,135,39.974816,116.385793,111,2009/1/3,1:37:17
278,135,39.974807,116.385727,108,2009/1/3,1:37:21
279,135,39.974813,116.38566,112,2009/1/3,1:37:25
280,135,39.974813,116.385601,112,2009/1/3,1:37:28
281,135,39.974814,116.385529,115,2009/1/3,1:37:32
282,135,39.97481,116.385467,116,2009/1/3,1:37:35
283,135,39.974809,116.385402,117,2009/1/3,1:37:39
284,135,39.974795,116.385345,115,2009/1/3,1:37:42
285,135,39.974793,116.385281,114,2009/1/3,1:37:46
286,135,39.974792,116.385209,110,2009/1/3,1:37:50
287,135,39.974784,116.385148,110,2009/1/3,1:37:53
288,135,39.974788,116.385081,109,2009/1/3,1:37:57
289,135,39.974787,116.385014,106,2009/1/3,1:38:01
290,135,39.974794,116.384943,105,2009/1/3,1:38:05
291,135,39.974792,116.384877,104,2009/1/3,1:38:08
292,135,39.974762,116.384834,102,2009/1/3,1:38:11
293,135,39.974713,116.384832,105,2009/1/3,1:38:15
294,135,39.974667,116.384837,103,2009/1/3,1:38:18
295,135,39.974608,116.384847,103,2009/1/3,1:38:22
296,135,39.974563,116.384843,105,2009/1/3,1:38:25
297,135,39.974533,116.384903,108,2009/1/3,1:38:29
298,135,39.974549,116.384962,110,2009/1/3,1:38:32
299,135,39.974566,116.385018,114,2009/1/3,1:38:35
300,135,39.974571,116.38509,120,2009/1/3,1:38:40
301,135,39.974574,116.385148,125,2009/1/3,1:38:43
302,135,39.974569,116.385216,130,2009/1/3,1:38:46
303,135,39.974573,116.385282,136,2009/1/3,1:38:49
304,135,39.97457,116.385353,138,2009/1/3,1:38:52
305,135,39.974568,116.385416,143,2009/1/3,1:38:55
306,135,39.974566,116.385477,151,2009/1/3,1:38:58
307,135,39.974564,116.385535,156,2009/1/3,1:39:01
308,135,39.974571,116.385606,163,2009/1/3,1:39:05
309,135,39.974561,116.385681,170,2009/1/3,1:39:08
310,135,39.974539,116.385773,175,2009/1/3,1:39:11
311,135,39.974546,116.385831,181,2009/1/3,1:39:14
312,135,39.974541,116.385893,185,2009/1/3,1:39:17
313,135,39.974541,116.385961,183,2009/1/3,1:39:22
314,135,39.97453,116.386032,188,2009/1/3,1:39:26
315,135,39.974534,116.386094,195,2009/1/3,1:39:30
316,135,39.974538,116.386159,200,2009/1/3,1:39:34
317,135,39.974538,116.38624,203,2009/1/3,1:39:38
318,135,39.974531,116.386303,208,2009/1/3,1:39:41
319,135,39.974527,116.386363,212,2009/1/3,1:39:44
320,135,39.974522,116.386435,213,2009/1/3,1:39:47
321,135,39.97452,116.386497,219,2009/1/3,1:39:51
322,135,39.974545,116.386552,224,2009/1/3,1:39:56
323,135,39.974549,116.386613,226,2009/1/3,1:39:59
324,135,39.974538,116.386692,230,2009/1/3,1:40:03
325,135,39.974582,116.386723,231,2009/1/3,1:40:08
326,135,39.974595,116.386794,232,2009/1/3,1:40:13
327,135,39.974589,116.386856,232,2009/1/3,1:40:16
328,135,39.974584,116.386914,233,2009/1/3,1:40:19
329,135,39.974582,116.38698,233,2009/1/3,1:40:23
330,135,39.974581,116.387051,237,2009/1/3,1:40:27
331,135,39.97458,116.387114,241,2009/1/3,1:40:31
332,135,39.974579,116.387187,243,2009/1/3,1:40:35
333,135,39.974572,116.38725,242,2009/1/3,1:40:38
334,135,39.974579,116.387314,243,2009/1/3,1:40:41
335,135,39.974581,116.387377,242,2009/1/3,1:40:45
336,135,39.974585,116.38745,246,2009/1/3,1:40:49
337,135,39.974586,116.38752,246,2009/1/3,1:40:53
338,135,39.974596,116.387581,249,2009/1/3,1:40:56
339,135,39.974597,116.387645,249,2009/1/3,1:40:59
340,135,39.974604,116.387714,252,2009/1/3,1:41:02
341,135,39.974603,116.387774,254,2009/1/3,1:41:06
342,135,39.974613,116.387815,266,2009/1/3,1:41:11
343,135,39.974619,116.387873,275,2009/1/3,1:41:15
344,135,39.97461,116.387938,284,2009/1/3,1:41:19
345,135,39.974577,116.387989,292,2009/1/3,1:41:22
346,135,39.974579,116.388073,299,2009/1/3,1:41:25
347,135,39.974569,116.38814,307,2009/1/3,1:41:28
348,135,39.974584,116.388205,315,2009/1/3,1:41:31
349,135,39.97462,116.388291,321,2009/1/3,1:41:33
350,135,39.974581,116.388356,323,2009/1/3,1:41:34
351,135,39.974572,116.388419,331,2009/1/3,1:41:37
352,135,39.974556,116.388487,331,2009/1/3,1:41:41
353,135,39.974572,116.388546,322,2009/1/3,1:41:46
354,135,39.974557,116.388617,302,2009/1/3,1:41:49
355,135,39.974552,116.388631,282,2009/1/3,1:41:50
356,135,39.974548,116.388616,254,2009/1/3,1:41:52
357,135,39.974531,116.388599,238,2009/1/3,1:41:54
358,135,39.974513,116.38863,228,2009/1/3,1:41:59
359,135,39.974479,116.388686,227,2009/1/3,1:42:03
360,135,39.974473,116.388745,226,2009/1/3,1:42:07
361,135,39.974479,116.388789,211,2009/1/3,1:42:10
362,135,39.974485,116.388832,198,2009/1/3,1:42:13
363,135,39.974491,116.388906,197,2009/1/3,1:42:17
364,135,39.974486,116.388975,199,2009/1/3,1:42:21
365,135,39.974472,116.389037,193,2009/1/3,1:42:25
366,135,39.974467,116.389098,185,2009/1/3,1:42:29
367,135,39.974448,116.389169,187,2009/1/3,1:42:33
368,135,39.974417,116.389214,186,2009/1/3,1:42:37
369,135,39.974385,116.38927,187,2009/1/3,1:42:41
370,135,39.97437,116.389335,183,2009/1/3,1:42:45
371,135,39.974367,116.389394,186,2009/1/3,1:42:49
372,135,39.97438,116.389456,183,2009/1/3,1:42:54
373,135,39.974381,116.389512,174,2009/1/3,1:42:58
374,135,39.974392,116.389572,169,2009/1/3,1:43:02
375,135,39.9744,116.38963,166,2009/1/3,1:43:06
376,135,39.974419,116.389693,165,2009/1/3,1:43:11
377,135,39.974428,116.389751,162,2009/1/3,1:43:16
378,135,39.974427,116.389825,158,2009/1/3,1:43:20
379,135,39.974422,116.389889,157,2009/1/3,1:43:23
380,135,39.974417,116.38995,158,2009/1/3,1:43:27
381,135,39.974401,116.390019,155,2009/1/3,1:43:32
382,135,39.974383,116.390087,155,2009/1/3,1:43:36
383,135,39.974376,116.390146,156,2009/1/3,1:43:41
384,135,39.974365,116.390204,155,2009/1/3,1:43:46
385,135,39.974352,116.390265,158,2009/1/3,1:43:50
386,135,39.974361,116.39034,152,2009/1/3,1:43:55
387,135,39.974382,116.390408,150,2009/1/3,1:43:59
388,135,39.974391,116.390468,147,2009/1/3,1:44:02
389,135,39.974394,116.390546,147,2009/1/3,1:44:06
390,135,39.974399,116.390605,148,2009/1/3,1:44:10
391,135,39.974398,116.390679,149,2009/1/3,1:44:15
392,135,39.974407,116.390739,148,2009/1/3,1:44:20
393,135,39.974416,116.390798,148,2009/1/3,1:44:24
394,135,39.974421,116.390858,147,2009/1/3,1:44:28
395,135,39.974419,116.39093,151,2009/1/3,1:44:32
396,135,39.974418,116.390994,154,2009/1/3,1:44:36
397,135,39.974423,116.391058,155,2009/1/3,1:44:40
398,135,39.974411,116.391116,160,2009/1/3,1:44:44
399,135,39.974415,116.391175,160,2009/1/3,1:44:47
400,135,39.974412,116.391245,160,2009/1/3,1:44:51
401,135,39.97442,116.391317,164,2009/1/3,1:44:55
402,135,39.974425,116.391399,167,2009/1/3,1:44:59
403,135,39.974419,116.39144,158,2009/1/3,1:45:04
404,135,39.974414,116.391515,157,2009/1/3,1:45:09
405,135,39.974425,116.391572,157,2009/1/3,1:45:13
406,135,39.974442,116.391641,154,2009/1/3,1:45:18
407,135,39.974459,116.391702,152,2009/1/3,1:45:23
408,135,39.974445,116.391766,152,2009/1/3,1:45:28
409,135,39.974428,116.391825,154,2009/1/3,1:45:33
410,135,39.974444,116.391881,149,2009/1/3,1:45:37
411,135,39.974466,116.391942,150,2009/1/3,1:45:41
412,135,39.974487,116.392001,146,2009/1/3,1:45:46
413,135,39.974514,116.392051,141,2009/1/3,1:45:50
414,135,39.97453,116.392116,137,2009/1/3,1:45:54
415,135,39.974549,116.392187,137,2009/1/3,1:45:59
416,135,39.974555,116.392248,136,2009/1/3,1:46:03
417,135,39.974563,116.392314,134,2009/1/3,1:46:08
418,135,39.974536,116.392374,133,2009/1/3,1:46:13
419,135,39.97451,116.392423,131,2009/1/3,1:46:16
420,135,39.97447,116.392471,134,2009/1/3,1:46:20
421,135,39.974432,116.392503,133,2009/1/3,1:46:23
422,135,39.974378,116.392516,133,2009/1/3,1:46:27
423,135,39.974333,116.392531,134,2009/1/3,1:46:31
424,135,39.974288,116.392546,138,2009/1/3,1:46:35
425,135,39.974239,116.392565,140,2009/1/3,1:46:39
426,135,39.974201,116.392604,140,2009/1/3,1:46:43
427,135,39.974165,116.39265,140,2009/1/3,1:46:47
428,135,39.974151,116.392706,141,2009/1/3,1:46:51
429,135,39.974134,116.392763,135,2009/1/3,1:46:56
430,135,39.974107,116.392823,137,2009/1/3,1:47:01
431,135,39.974093,116.392887,140,2009/1/3,1:47:05
432,135,39.974091,116.392952,140,2009/1/3,1:47:09
433,135,39.974094,116.393024,140,2009/1/3,1:47:14
434,135,39.974092,116.393084,138,2009/1/3,1:47:18
435,135,39.974092,116.39315,137,2009/1/3,1:47:22
436,135,39.974086,116.393222,139,2009/1/3,1:47:27
437,135,39.974075,116.393282,138,2009/1/3,1:47:30
438,135,39.974072,116.393346,142,2009/1/3,1:47:34
439,135,39.974077,116.393412,142,2009/1/3,1:47:39
440,135,39.974092,116.39347,137,2009/1/3,1:47:44
441,135,39.974099,116.393529,138,2009/1/3,1:47:48
442,135,39.9741,116.393592,139,2009/1/3,1:47:52
443,135,39.974094,116.393651,140,2009/1/3,1:47:56
444,135,39.974063,116.39372,141,2009/1/3,1:48:01
445,135,39.974034,116.393775,141,2009/1/3,1:48:06
446,135,39.973993,116.393816,144,2009/1/3,1:48:10
447,135,39.973947,116.393814,144,2009/1/3,1:48:15
448,135,39.973898,116.3938,141,2009/1/3,1:48:20
449,135,39.97385,116.393795,143,2009/1/3,1:48:24
450,135,39.973794,116.393803,145,2009/1/3,1:48:27
451,135,39.973742,116.393816,148,2009/1/3,1:48:32
452,135,39.973715,116.393754,150,2009/1/3,1:48:35
453,135,39.973681,116.393761,153,2009/1/3,1:48:40
454,135,39.973638,116.393761,154,2009/1/3,1:48:45
455,135,39.973594,116.393793,152,2009/1/3,1:48:50
456,135,39.973553,116.393817,154,2009/1/3,1:48:55
457,135,39.973536,116.393832,155,2009/1/3,1:49:00
458,135,39.973488,116.393832,154,2009/1/3,1:49:03
459,135,39.97344,116.393822,154,2009/1/3,1:49:07
460,135,39.97339,116.39382,154,2009/1/3,1:49:12
461,135,39.973329,116.39383,156,2009/1/3,1:49:17
462,135,39.973312,116.39383,157,2009/1/3,1:49:22
463,135,39.973257,116.393841,157,2009/1/3,1:49:26
464,135,39.973208,116.393839,156,2009/1/3,1:49:30
465,135,39.97316,116.393853,156,2009/1/3,1:49:35
466,135,39.973099,116.393843,155,2009/1/3,1:49:37
467,135,39.973053,116.393868,156,2009/1/3,1:49:41
468,135,39.973008,116.393869,156,2009/1/3,1:49:45
469,135,39.972951,116.393851,155,2009/1/3,1:49:50
470,135,39.972913,116.39389,155,2009/1/3,1:49:52
471,135,39.972855,116.393884,154,2009/1/3,1:49:57
472,135,39.972805,116.393871,153,2009/1/3,1:50:02
473,135,39.972742,116.393871,151,2009/1/3,1:50:06
474,135,39.972671,116.393876,150,2009/1/3,1:50:09
475,135,39.972611,116.393874,150,2009/1/3,1:50:13
476,135,39.97257,116.393881,148,2009/1/3,1:50:18
477,135,39.972586,116.393925,147,2009/1/3,1:50:23
478,135,39.972583,116.393927,146,2009/1/3,1:50:28
479,135,39.972583,116.393927,146,2009/1/3,1:50:31
480,135,39.972583,116.393931,146,2009/1/3,1:50:33
